subscription_id,customer_id,plan_id,subscription_start_date,subscription_end_date,subscription_status,auto_renew,cancellation_date,cancellation_reason,monthly_price
SUB0004168,CUST003781,PLAN02,2021-09-04,,Active,True,,,15.49
SUB0004169,CUST003782,PLAN03,2022-03-05,,Active,True,,,22.99
SUB0004170,CUST003783,PLAN03,2023-11-08,2025-08-04,Plan Changed,True,,,6.99
SUB0004171,CUST003783,PLAN01,2025-08-04,,Active,True,,,6.99
SUB0004172,CUST003784,PLAN03,2022-03-27,2024-05-13,Plan Changed,True,,,15.49
SUB0004173,CUST003784,PLAN02,2024-05-13,,Active,True,,,15.49
SUB0004174,CUST003785,PLAN02,2019-01-19,,Active,True,,,15.49
SUB0004175,CUST003786,PLAN01,2019-03-30,2021-03-12,Plan Changed,True,,,6.99
SUB0004176,CUST003786,PLAN01,2021-03-12,,Active,True,,,6.99
SUB0004177,CUST003787,PLAN01,2024-09-19,,Active,True,,,6.99
SUB0004178,CUST003788,PLAN02,2021-08-08,,Active,True,,,15.49
SUB0004179,CUST003789,PLAN01,2020-09-04,,Active,True,,,6.99
SUB0004180,CUST003790,PLAN01,2025-08-22,,Cancelled,True,2026-04-22,Moving / relocation,6.99
SUB0004181,CUST003791,PLAN02,2023-03-29,,Active,True,,,15.49
SUB0004182,CUST003792,PLAN03,2025-04-24,,Active,True,,,22.99
SUB0004183,CUST003793,PLAN01,2023-03-20,,Active,True,,,6.99
SUB0004184,CUST003794,PLAN03,2024-09-16,,Active,False,,,22.99
SUB0004185,CUST003795,PLAN01,2025-12-23,,Cancelled,True,2026-01-29,Too expensive,6.99
SUB0004186,CUST003796,PLAN02,2019-05-03,,Cancelled,True,2026-05-20,Household budget cuts,15.49
SUB0004187,CUST003797,PLAN01,2020-03-05,,Cancelled,True,2026-04-12,No longer needed,6.99
SUB0004188,CUST003798,PLAN02,2019-06-04,,Cancelled,True,2025-10-11,Password sharing crackdown,15.49
SUB0004189,CUST003799,PLAN02,2023-01-25,2023-07-01,Plan Changed,True,,,6.99
SUB0004190,CUST003799,PLAN01,2023-07-01,,Active,True,,,6.99
SUB0004191,CUST003800,PLAN02,2023-05-15,,Cancelled,True,2026-03-20,Password sharing crackdown,15.49
SUB0004192,CUST003801,PLAN02,2025-08-23,,Cancelled,True,2026-03-27,No longer needed,15.49
SUB0004193,CUST003802,PLAN02,2019-11-20,,Active,False,,,15.49
SUB0004194,CUST003803,PLAN01,2025-08-12,,Active,False,,,6.99
SUB0004195,CUST003804,PLAN02,2021-02-23,,Active,True,,,15.49
SUB0004196,CUST003805,PLAN02,2023-06-23,,Cancelled,True,2026-06-17,Too expensive,15.49
SUB0004197,CUST003806,PLAN02,2024-07-13,,Active,True,,,15.49
SUB0004198,CUST003807,PLAN01,2020-08-08,,Active,True,,,6.99
SUB0004199,CUST003808,PLAN01,2025-09-23,,Active,True,,,6.99
SUB0004200,CUST003809,PLAN03,2021-12-28,,Active,False,,,22.99
SUB0004201,CUST003810,PLAN01,2019-11-24,,Active,True,,,6.99
SUB0004202,CUST003811,PLAN01,2025-03-22,2026-05-17,Plan Changed,False,,,22.99
SUB0004203,CUST003811,PLAN03,2026-05-17,,Cancelled,False,,Found alternative platform,22.99
SUB0004204,CUST003812,PLAN01,2025-01-14,,Cancelled,True,2025-10-07,Too expensive,6.99
SUB0004205,CUST003813,PLAN01,2020-12-29,,Active,True,,,6.99
SUB0004206,CUST003814,PLAN01,2025-03-22,2026-04-24,Plan Changed,True,,,22.99
SUB0004207,CUST003814,PLAN03,2026-04-24,,Active,True,,,22.99
SUB0004208,CUST003815,PLAN01,2020-03-18,,Active,True,,,6.99
SUB0004209,CUST003816,PLAN02,2019-03-31,,Active,True,,,15.49
SUB0004210,CUST003817,PLAN02,2024-11-24,,Active,True,,,15.49
SUB0004211,CUST003818,PLAN01,2023-06-26,,Cancelled,False,2026-05-13,No longer needed,6.99
SUB0004212,CUST003819,PLAN01,2024-01-28,,Active,True,,,6.99
SUB0004213,CUST003820,PLAN03,2020-05-07,2021-10-13,Plan Changed,False,,,15.49
SUB0004214,CUST003820,PLAN02,2021-10-13,,Active,False,,,15.49
SUB0004215,CUST003821,PLAN01,2019-07-22,,Active,True,,,6.99
SUB0004216,CUST003822,PLAN02,2021-04-20,,Active,True,,,15.49
SUB0004217,CUST003823,PLAN02,2025-08-27,,Active,True,,,15.49
SUB0004218,CUST003824,PLAN03,2023-10-22,,Active,True,,,22.99
SUB0004219,CUST003825,PLAN01,2024-08-31,,Active,True,,,6.99
SUB0004220,CUST003826,PLAN03,2019-09-10,,Cancelled,True,2026-05-09,Poor customer service experience,22.99
SUB0004221,CUST003827,PLAN02,2022-05-02,,Active,True,,,15.49
SUB0004222,CUST003828,PLAN02,2021-04-11,,Active,True,,,15.49
SUB0004223,CUST003829,PLAN02,2024-03-08,,Active,True,,,15.49
SUB0004224,CUST003830,PLAN02,2023-03-20,2024-12-11,Plan Changed,False,,,15.49
SUB0004225,CUST003830,PLAN02,2024-12-11,,Cancelled,False,2025-12-26,Found alternative platform,15.49
SUB0004226,CUST003831,PLAN02,2021-12-04,,Active,False,,,15.49
SUB0004227,CUST003832,PLAN02,2023-03-22,,Cancelled,True,2026-02-23,Household budget cuts,15.49
SUB0004228,CUST003833,PLAN02,2024-04-25,,Active,True,,,15.49
SUB0004229,CUST003834,PLAN01,2021-06-11,,Active,True,,,6.99
SUB0004230,CUST003835,PLAN02,2019-06-03,,Active,True,,,15.49
SUB0004231,CUST003836,PLAN03,2025-02-11,2025-06-08,Plan Changed,False,,,6.99
SUB0004232,CUST003836,PLAN01,2025-06-08,,Active,False,,,6.99
SUB0004233,CUST003837,PLAN01,2020-01-30,2022-10-10,Plan Changed,True,,,6.99
SUB0004234,CUST003837,PLAN01,2022-10-10,,Cancelled,True,2026-04-18,Payment issues,6.99
SUB0004235,CUST003838,PLAN02,2023-10-05,,Active,True,,,15.49
SUB0004236,CUST003839,PLAN01,2023-10-04,,Active,True,,,6.99
SUB0004237,CUST003840,PLAN01,2021-07-21,,Cancelled,True,2025-11-25,Moving / relocation,6.99
SUB0004238,CUST003841,PLAN02,2025-11-24,,Active,True,,,15.49
SUB0004239,CUST003842,PLAN01,2019-03-02,,Active,True,,,6.99
SUB0004240,CUST003843,PLAN03,2019-09-09,2024-08-20,Plan Changed,True,,,15.49
SUB0004241,CUST003843,PLAN02,2024-08-20,,Cancelled,True,2026-03-26,Found alternative platform,15.49
SUB0004242,CUST003844,PLAN02,2019-08-26,,Active,True,,,15.49
SUB0004243,CUST003845,PLAN02,2021-04-30,,Active,True,,,15.49
SUB0004244,CUST003846,PLAN03,2024-10-14,,Cancelled,False,2026-05-09,Found alternative platform,22.99
SUB0004245,CUST003847,PLAN03,2023-09-12,,Active,True,,,22.99
SUB0004246,CUST003848,PLAN01,2021-02-09,,Active,True,,,6.99
SUB0004247,CUST003849,PLAN02,2022-01-13,,Active,True,,,15.49
SUB0004248,CUST003850,PLAN02,2022-01-15,,Cancelled,True,2026-01-24,No longer needed,15.49
SUB0004249,CUST003851,PLAN01,2019-05-11,,Active,True,,,6.99
SUB0004250,CUST003852,PLAN03,2021-11-13,,Active,False,,,22.99
SUB0004251,CUST003853,PLAN02,2023-03-24,,Active,False,,,15.49
SUB0004252,CUST003854,PLAN01,2026-04-08,,Cancelled,True,2026-05-02,No longer needed,6.99
SUB0004253,CUST003855,PLAN03,2021-03-22,,Active,False,,,22.99
SUB0004254,CUST003856,PLAN01,2020-11-19,,Active,True,,,6.99
SUB0004255,CUST003857,PLAN02,2022-07-12,,Active,True,,,15.49
SUB0004256,CUST003858,PLAN02,2019-08-07,,Cancelled,True,2026-06-29,Moving / relocation,15.49
SUB0004257,CUST003859,PLAN02,2025-12-22,,Active,True,,,15.49
SUB0004258,CUST003860,PLAN01,2022-03-12,,Active,True,,,6.99
SUB0004259,CUST003861,PLAN01,2024-12-05,2025-11-17,Plan Changed,False,,,15.49
SUB0004260,CUST003861,PLAN02,2025-11-17,,Cancelled,False,2025-12-11,Moving / relocation,15.49
SUB0004261,CUST003862,PLAN01,2021-03-26,,Cancelled,True,2026-06-29,Too expensive,6.99
SUB0004262,CUST003863,PLAN01,2023-03-17,,Active,False,,,6.99
SUB0004263,CUST003864,PLAN02,2026-02-11,,Active,True,,,15.49
SUB0004264,CUST003865,PLAN02,2025-12-01,,Active,True,,,15.49
SUB0004265,CUST003866,PLAN01,2024-01-21,2024-08-03,Plan Changed,True,,,22.99
SUB0004266,CUST003866,PLAN03,2024-08-03,,Active,True,,,22.99
SUB0004267,CUST003867,PLAN01,2026-03-02,,Active,True,,,6.99
SUB0004268,CUST003868,PLAN02,2020-06-08,,Active,True,,,15.49
SUB0004269,CUST003869,PLAN01,2020-10-14,,Active,True,,,6.99
SUB0004270,CUST003870,PLAN02,2024-10-26,,Cancelled,False,2026-01-15,Technical issues,15.49
SUB0004271,CUST003871,PLAN02,2019-02-13,,Active,True,,,15.49
SUB0004272,CUST003872,PLAN01,2023-07-21,,Active,True,,,6.99
SUB0004273,CUST003873,PLAN02,2021-01-10,,Active,True,,,15.49
SUB0004274,CUST003874,PLAN02,2023-07-21,,Active,True,,,15.49
SUB0004275,CUST003875,PLAN03,2020-09-26,,Cancelled,True,2026-05-05,Technical issues,22.99
SUB0004276,CUST003876,PLAN02,2023-09-10,,Active,False,,,15.49
SUB0004277,CUST003877,PLAN03,2021-03-28,2025-01-27,Plan Changed,True,,,6.99
SUB0004278,CUST003877,PLAN01,2025-01-27,,Active,True,,,6.99
SUB0004279,CUST003878,PLAN02,2024-11-17,,Active,True,,,15.49
SUB0004280,CUST003879,PLAN02,2025-07-29,,Active,True,,,15.49
SUB0004281,CUST003880,PLAN02,2023-08-08,,Active,False,,,15.49
SUB0004282,CUST003881,PLAN02,2025-05-22,,Active,True,,,15.49
SUB0004283,CUST003882,PLAN01,2025-03-16,,Active,True,,,6.99
SUB0004284,CUST003883,PLAN02,2023-01-17,,Cancelled,False,2026-03-15,Too expensive,15.49
SUB0004285,CUST003884,PLAN02,2026-02-17,,Active,True,,,15.49
SUB0004286,CUST003885,PLAN03,2024-02-07,,Active,True,,,22.99
SUB0004287,CUST003886,PLAN02,2024-01-23,,Cancelled,False,2026-04-20,No longer needed,15.49
SUB0004288,CUST003887,PLAN03,2021-10-31,2023-08-13,Plan Changed,True,,,6.99
SUB0004289,CUST003887,PLAN01,2023-08-13,,Active,True,,,6.99
SUB0004290,CUST003888,PLAN02,2022-10-22,2023-07-23,Plan Changed,False,,,15.49
SUB0004291,CUST003888,PLAN02,2023-07-23,,Active,False,,,15.49
SUB0004292,CUST003889,PLAN01,2024-03-29,,Active,True,,,6.99
SUB0004293,CUST003890,PLAN02,2023-11-16,,Active,False,,,15.49
SUB0004294,CUST003891,PLAN02,2022-07-22,,Active,True,,,15.49
SUB0004295,CUST003892,PLAN02,2019-03-07,,Active,True,,,15.49
SUB0004296,CUST003893,PLAN02,2021-06-21,,Active,False,,,15.49
SUB0004297,CUST003894,PLAN03,2025-01-24,,Active,True,,,22.99
SUB0004298,CUST003895,PLAN02,2020-08-13,,Cancelled,True,2026-02-24,Technical issues,15.49
SUB0004299,CUST003896,PLAN03,2024-04-02,,Active,True,,,22.99
SUB0004300,CUST003897,PLAN03,2025-12-04,2026-05-29,Plan Changed,True,,,15.49
SUB0004301,CUST003897,PLAN02,2026-05-29,,Active,True,,,15.49
SUB0004302,CUST003898,PLAN01,2019-01-01,,Active,True,,,6.99
SUB0004303,CUST003899,PLAN01,2022-07-29,,Active,True,,,6.99
SUB0004304,CUST003900,PLAN02,2022-10-30,,Active,True,,,15.49
SUB0004305,CUST003901,PLAN03,2025-06-02,2025-12-19,Plan Changed,True,,,6.99
SUB0004306,CUST003901,PLAN01,2025-12-19,,Active,True,,,6.99
SUB0004307,CUST003902,PLAN02,2023-03-08,,Active,False,,,15.49
SUB0004308,CUST003903,PLAN02,2019-06-02,,Active,False,,,15.49
SUB0004309,CUST003904,PLAN01,2023-08-12,,Cancelled,True,2026-05-10,Not enough content,6.99
SUB0004310,CUST003905,PLAN02,2019-04-13,,Active,True,,,15.49
SUB0004311,CUST003906,PLAN02,2025-08-14,,Cancelled,True,2026-05-24,Household budget cuts,15.49
SUB0004312,CUST003907,PLAN01,2026-04-26,,Active,True,,,6.99
SUB0004313,CUST003908,PLAN01,2021-11-18,2022-08-04,Plan Changed,True,,,22.99
SUB0004314,CUST003908,PLAN03,2022-08-04,,Active,True,,,22.99
SUB0004315,CUST003909,PLAN01,2019-04-09,,Active,True,,,6.99
SUB0004316,CUST003910,PLAN01,2022-01-07,,Active,True,,,6.99
SUB0004317,CUST003911,PLAN02,2021-06-27,,Active,True,,,15.49
SUB0004318,CUST003912,PLAN01,2022-06-22,2025-04-11,Plan Changed,True,,,15.49
SUB0004319,CUST003912,PLAN02,2025-04-11,,Cancelled,True,2025-10-18,Password sharing crackdown,15.49
SUB0004320,CUST003913,PLAN01,2022-10-23,,Active,True,,,6.99
SUB0004321,CUST003914,PLAN02,2020-11-09,,Cancelled,True,2026-01-22,Household budget cuts,15.49
SUB0004322,CUST003915,PLAN01,2019-12-11,,Active,True,,,6.99
SUB0004323,CUST003916,PLAN02,2020-01-27,,Active,True,,,15.49
SUB0004324,CUST003917,PLAN02,2022-11-27,,Active,True,,,15.49
SUB0004325,CUST003918,PLAN01,2024-05-14,,Active,True,,,6.99
SUB0004326,CUST003919,PLAN01,2020-11-11,,Cancelled,False,2026-01-08,Found alternative platform,6.99
SUB0004327,CUST003920,PLAN02,2020-05-10,,Active,True,,,15.49
SUB0004328,CUST003921,PLAN01,2023-12-29,,Active,True,,,6.99
SUB0004329,CUST003922,PLAN01,2020-05-20,,Cancelled,True,2026-02-21,No longer needed,6.99
SUB0004330,CUST003923,PLAN02,2021-08-25,,Active,True,,,15.49
SUB0004331,CUST003924,PLAN02,2023-10-02,,Active,False,,,15.49
SUB0004332,CUST003925,PLAN03,2019-12-14,,Active,True,,,22.99
SUB0004333,CUST003926,PLAN01,2021-12-04,,Cancelled,False,2026-03-01,Too expensive,6.99
SUB0004334,CUST003927,PLAN01,2019-06-26,2024-01-30,Plan Changed,True,,,6.99
SUB0004335,CUST003927,PLAN01,2024-01-30,,Cancelled,True,2026-02-09,Found alternative platform,6.99
SUB0004336,CUST003928,PLAN02,2019-05-08,2024-03-18,Plan Changed,True,,,15.49
SUB0004337,CUST003928,PLAN02,2024-03-18,,Active,True,,,15.49
SUB0004338,CUST003929,PLAN02,2020-07-20,,Active,True,,,15.49
SUB0004339,CUST003930,PLAN02,2021-09-21,,Cancelled,False,2025-10-23,Found alternative platform,15.49
SUB0004340,CUST003931,PLAN02,2021-03-20,,Active,True,,,15.49
SUB0004341,CUST003932,PLAN02,2026-05-23,,Active,True,,,15.49
SUB0004342,CUST003933,PLAN01,2019-09-15,2022-01-13,Plan Changed,True,,,22.99
SUB0004343,CUST003933,PLAN03,2022-01-13,,Cancelled,True,2025-11-30,No longer needed,22.99
SUB0004344,CUST003934,PLAN03,2025-08-18,,Cancelled,True,2026-06-25,Content quality decline,22.99
SUB0004345,CUST003935,PLAN02,2025-10-10,,Active,False,,,15.49
SUB0004346,CUST003936,PLAN02,2019-12-03,,Active,True,,,15.49
SUB0004347,CUST003937,PLAN01,2023-08-12,2025-06-25,Plan Changed,False,,,6.99
SUB0004348,CUST003937,PLAN01,2025-06-25,,Cancelled,False,2025-10-11,No longer needed,6.99
SUB0004349,CUST003938,PLAN01,2020-03-18,,Active,False,,,6.99
SUB0004350,CUST003939,PLAN02,2025-07-07,2026-01-18,Plan Changed,True,,,6.99
SUB0004351,CUST003939,PLAN01,2026-01-18,,Active,True,,,6.99
SUB0004352,CUST003940,PLAN02,2020-04-19,,Active,True,,,15.49
SUB0004353,CUST003941,PLAN03,2019-01-27,,Active,True,,,22.99
SUB0004354,CUST003942,PLAN03,2021-12-26,,Active,True,,,22.99
SUB0004355,CUST003943,PLAN02,2021-06-10,,Active,True,,,15.49
SUB0004356,CUST003944,PLAN02,2020-10-29,,Active,False,,,15.49
SUB0004357,CUST003945,PLAN01,2025-02-09,,Active,False,,,6.99
SUB0004358,CUST003946,PLAN02,2021-01-12,,Active,True,,,15.49
SUB0004359,CUST003947,PLAN03,2019-02-04,,Active,True,,,22.99
SUB0004360,CUST003948,PLAN01,2024-04-14,,Active,True,,,6.99
SUB0004361,CUST003949,PLAN02,2020-08-25,,Active,True,,,15.49
SUB0004362,CUST003950,PLAN03,2020-07-04,,Active,True,,,22.99
SUB0004363,CUST003951,PLAN03,2025-10-22,,Active,True,,,22.99
SUB0004364,CUST003952,PLAN02,2019-05-12,,Cancelled,False,2025-10-13,No longer needed,15.49
SUB0004365,CUST003953,PLAN02,2023-11-23,2026-05-31,Plan Changed,True,,,15.49
SUB0004366,CUST003953,PLAN02,2026-05-31,,Active,True,,,15.49
SUB0004367,CUST003954,PLAN01,2020-03-24,,Active,False,,,6.99
SUB0004368,CUST003955,PLAN02,2024-12-17,,Active,True,,,15.49
SUB0004369,CUST003956,PLAN03,2020-10-01,,Cancelled,True,2025-10-27,Content quality decline,22.99
SUB0004370,CUST003957,PLAN03,2023-06-30,,Active,True,,,22.99
SUB0004371,CUST003958,PLAN02,2022-10-30,,Active,True,,,15.49
SUB0004372,CUST003959,PLAN03,2021-09-06,,Active,True,,,22.99
SUB0004373,CUST003960,PLAN01,2021-01-13,,Cancelled,True,2026-01-29,Payment issues,6.99
SUB0004374,CUST003961,PLAN02,2026-05-26,,Cancelled,False,2026-06-09,Household budget cuts,15.49
SUB0004375,CUST003962,PLAN02,2020-12-16,,Active,True,,,15.49
SUB0004376,CUST003963,PLAN02,2025-03-07,,Cancelled,True,2026-02-20,No longer needed,15.49
SUB0004377,CUST003964,PLAN02,2023-11-10,,Cancelled,True,2026-03-24,Moving / relocation,15.49
SUB0004378,CUST003965,PLAN01,2024-02-22,,Cancelled,True,2026-06-22,Content quality decline,6.99
SUB0004379,CUST003966,PLAN01,2024-07-13,,Cancelled,False,2026-01-30,Found alternative platform,6.99
SUB0004380,CUST003967,PLAN02,2024-03-17,,Active,True,,,15.49
SUB0004381,CUST003968,PLAN02,2024-01-18,,Active,True,,,15.49
SUB0004382,CUST003969,PLAN01,2021-04-24,,Cancelled,True,2025-12-08,Too expensive,6.99
SUB0004383,CUST003970,PLAN02,2023-08-19,,Active,True,,,15.49
SUB0004384,CUST003971,PLAN01,2021-05-24,,Active,True,,,6.99
SUB0004385,CUST003972,PLAN01,2020-04-27,,Active,True,,,6.99
SUB0004386,CUST003973,PLAN02,2024-07-30,,Active,False,,,15.49
SUB0004387,CUST003974,PLAN03,2026-01-19,,Active,True,,,22.99
SUB0004388,CUST003975,PLAN02,2023-05-19,2025-01-28,Plan Changed,False,,,22.99
SUB0004389,CUST003975,PLAN03,2025-01-28,,Active,False,,,22.99
SUB0004390,CUST003976,PLAN01,2022-10-10,,Active,True,,,6.99
SUB0004391,CUST003977,PLAN01,2019-11-04,,Cancelled,False,2026-02-07,Not enough content,6.99
SUB0004392,CUST003978,PLAN02,2020-05-03,,Active,True,,,15.49
SUB0004393,CUST003979,PLAN01,2022-04-02,,Cancelled,True,2026-02-26,No longer needed,6.99
SUB0004394,CUST003980,PLAN03,2023-12-19,,Active,True,,,22.99
SUB0004395,CUST003981,PLAN01,2019-11-28,,Active,True,,,6.99
SUB0004396,CUST003982,PLAN02,2020-09-06,,Active,True,,,15.49
SUB0004397,CUST003983,PLAN01,2024-12-18,,Cancelled,True,2025-10-11,Found alternative platform,6.99
SUB0004398,CUST003984,PLAN02,2021-09-29,,Active,True,,,15.49
SUB0004399,CUST003985,PLAN03,2025-12-07,2026-03-11,Plan Changed,True,,,6.99
SUB0004400,CUST003985,PLAN01,2026-03-11,,Active,True,,,6.99
SUB0004401,CUST003986,PLAN01,2022-10-14,,Active,True,,,6.99
SUB0004402,CUST003987,PLAN03,2019-04-01,,Cancelled,True,2025-10-21,Not enough content,22.99
SUB0004403,CUST003988,PLAN01,2025-08-03,,Active,True,,,6.99
SUB0004404,CUST003989,PLAN01,2024-03-05,,Cancelled,True,2026-04-17,Technical issues,6.99
SUB0004405,CUST003990,PLAN01,2021-12-28,2022-10-22,Plan Changed,True,,,6.99
SUB0004406,CUST003990,PLAN01,2022-10-22,,Active,True,,,6.99
SUB0004407,CUST003991,PLAN02,2019-12-06,,Active,True,,,15.49
SUB0004408,CUST003992,PLAN02,2020-03-02,,Active,False,,,15.49
SUB0004409,CUST003993,PLAN02,2026-04-21,,Active,True,,,15.49
SUB0004410,CUST003994,PLAN02,2019-08-11,2024-07-01,Plan Changed,False,,,22.99
SUB0004411,CUST003994,PLAN03,2024-07-01,,Active,False,,,22.99
SUB0004412,CUST003995,PLAN01,2022-05-29,,Active,True,,,6.99
SUB0004413,CUST003996,PLAN01,2020-02-23,,Cancelled,True,2025-10-09,No longer needed,6.99
SUB0004414,CUST003997,PLAN02,2024-06-04,,Active,True,,,15.49
SUB0004415,CUST003998,PLAN02,2023-08-19,,Cancelled,True,2025-11-27,Technical issues,15.49
SUB0004416,CUST003999,PLAN02,2023-07-16,,Cancelled,False,2026-06-27,No longer needed,15.49
SUB0004417,CUST004000,PLAN02,2020-04-16,,Active,True,,,15.49
SUB0004418,CUST004001,PLAN03,2022-10-08,,Active,False,,,22.99
SUB0004419,CUST004002,PLAN01,2021-08-18,,Active,True,,,6.99
SUB0004420,CUST004003,PLAN01,2020-11-08,,Cancelled,True,2026-05-29,Found alternative platform,6.99
SUB0004421,CUST004004,PLAN02,2024-07-19,,Active,True,,,15.49
SUB0004422,CUST004005,PLAN03,2026-02-04,,Cancelled,True,2026-03-23,Not enough content,22.99
SUB0004423,CUST004006,PLAN02,2019-05-18,,Active,True,,,15.49
SUB0004424,CUST004007,PLAN03,2020-09-22,,Active,True,,,22.99
SUB0004425,CUST004008,PLAN01,2020-09-12,,Active,True,,,6.99
SUB0004426,CUST004009,PLAN02,2024-04-22,,Active,True,,,15.49
SUB0004427,CUST004010,PLAN01,2026-04-22,,Cancelled,True,2026-05-16,Too expensive,6.99
SUB0004428,CUST004011,PLAN01,2019-10-22,,Cancelled,True,2026-06-23,Payment issues,6.99
SUB0004429,CUST004012,PLAN01,2020-09-22,2021-03-10,Plan Changed,True,,,22.99
SUB0004430,CUST004012,PLAN03,2021-03-10,,Active,True,,,22.99
SUB0004431,CUST004013,PLAN01,2024-02-07,,Active,True,,,6.99
SUB0004432,CUST004014,PLAN03,2020-06-01,,Cancelled,True,2026-02-12,Too expensive,22.99
SUB0004433,CUST004015,PLAN03,2023-04-27,,Active,True,,,22.99
SUB0004434,CUST004016,PLAN01,2019-05-11,,Active,True,,,6.99
SUB0004435,CUST004017,PLAN01,2020-12-30,,Active,True,,,6.99
SUB0004436,CUST004018,PLAN02,2020-12-18,,Active,False,,,15.49
SUB0004437,CUST004019,PLAN01,2020-10-25,,Active,True,,,6.99
SUB0004438,CUST004020,PLAN02,2020-08-08,,Cancelled,True,2025-10-09,Household budget cuts,15.49
SUB0004439,CUST004021,PLAN03,2022-09-02,,Cancelled,False,2026-05-22,Household budget cuts,22.99
SUB0004440,CUST004022,PLAN03,2022-01-31,2025-04-26,Plan Changed,False,,,6.99
SUB0004441,CUST004022,PLAN01,2025-04-26,,Active,False,,,6.99
SUB0004442,CUST004023,PLAN02,2024-08-09,,Cancelled,True,2026-05-03,No longer needed,15.49
SUB0004443,CUST004024,PLAN02,2021-11-11,,Cancelled,True,2026-02-16,Found alternative platform,15.49
SUB0004444,CUST004025,PLAN03,2020-01-15,2020-08-16,Plan Changed,True,,,15.49
SUB0004445,CUST004025,PLAN02,2020-08-16,,Cancelled,True,2025-10-09,Found alternative platform,15.49
SUB0004446,CUST004026,PLAN02,2024-05-28,,Active,True,,,15.49
SUB0004447,CUST004027,PLAN02,2024-12-19,,Active,True,,,15.49
SUB0004448,CUST004028,PLAN01,2024-03-22,,Cancelled,False,2025-12-02,Household budget cuts,6.99
SUB0004449,CUST004029,PLAN01,2023-07-22,,Active,True,,,6.99
SUB0004450,CUST004030,PLAN01,2025-10-07,,Cancelled,True,2026-01-09,Found alternative platform,6.99
SUB0004451,CUST004031,PLAN01,2021-02-26,,Cancelled,True,2025-11-24,Found alternative platform,6.99
SUB0004452,CUST004032,PLAN03,2024-02-06,,Active,True,,,22.99
SUB0004453,CUST004033,PLAN02,2024-11-02,,Cancelled,True,2026-02-09,Too expensive,15.49
SUB0004454,CUST004034,PLAN01,2022-11-10,,Active,True,,,6.99
SUB0004455,CUST004035,PLAN03,2024-07-20,,Cancelled,True,2025-10-31,Found alternative platform,22.99
SUB0004456,CUST004036,PLAN02,2023-04-01,,Active,True,,,15.49
SUB0004457,CUST004037,PLAN01,2020-09-23,,Active,False,,,6.99
SUB0004458,CUST004038,PLAN01,2024-11-18,,Cancelled,False,2026-02-23,Poor customer service experience,6.99
SUB0004459,CUST004039,PLAN01,2023-11-06,,Active,True,,,6.99
SUB0004460,CUST004040,PLAN03,2021-09-17,,Cancelled,False,2026-04-29,No longer needed,22.99
SUB0004461,CUST004041,PLAN03,2020-08-17,2026-02-25,Plan Changed,True,,,22.99
SUB0004462,CUST004041,PLAN03,2026-02-25,,Cancelled,True,,Found alternative platform,22.99
SUB0004463,CUST004042,PLAN02,2023-10-13,,Cancelled,True,2026-01-25,Not enough content,15.49
SUB0004464,CUST004043,PLAN03,2025-04-13,,Active,True,,,22.99
SUB0004465,CUST004044,PLAN01,2022-06-27,,Active,True,,,6.99
SUB0004466,CUST004045,PLAN01,2025-11-12,,Active,False,,,6.99
SUB0004467,CUST004046,PLAN02,2022-10-05,,Active,True,,,15.49
SUB0004468,CUST004047,PLAN01,2022-06-10,,Active,False,,,6.99
SUB0004469,CUST004048,PLAN02,2024-05-06,,Active,True,,,15.49
SUB0004470,CUST004049,PLAN01,2024-03-10,,Cancelled,True,2026-04-02,Technical issues,6.99
SUB0004471,CUST004050,PLAN01,2019-01-25,,Active,True,,,6.99
SUB0004472,CUST004051,PLAN01,2023-11-24,,Active,True,,,6.99
SUB0004473,CUST004052,PLAN02,2026-01-05,,Active,True,,,15.49
SUB0004474,CUST004053,PLAN01,2020-11-10,,Active,True,,,6.99
SUB0004475,CUST004054,PLAN02,2022-11-30,,Cancelled,True,2026-02-07,No longer needed,15.49
SUB0004476,CUST004055,PLAN03,2019-06-15,,Active,True,,,22.99
SUB0004477,CUST004056,PLAN03,2020-07-23,,Active,True,,,22.99
SUB0004478,CUST004057,PLAN02,2024-06-27,,Active,True,,,15.49
SUB0004479,CUST004058,PLAN01,2019-04-29,,Active,True,,,6.99
SUB0004480,CUST004059,PLAN02,2021-02-06,,Active,True,,,15.49
SUB0004481,CUST004060,PLAN01,2023-08-03,2026-01-29,Plan Changed,True,,,22.99
